id,username,partei,video_description,voice_to_text,gpt_topic,topic_clean
7468615744884968737,diegruenen,Grüne,"Liebe Marion, wir empfehlen Grün wählen oder - wenn du noch offene Fragen hast - den Wahl-O-Mat! Der ist seit heute online und vergleicht die Parteien und ihre Wahlprogramme miteinander! Mit 38 Thesen von internationaler Politik bis hin zu ganz alltagsnahen Fragen wie zum Beispiel, ob das Ehrenamt später in die Rente einfließen soll (wir finden übrigens: Ja!) könnt ihr herausfinden, welche Partei eurer Meinung am besten vertritt: www.wahl-o-mat.de Schaut doch mal rein, beantwortet die Fragen und am 23. Februar unbedingt zur Wahl gehen - und wenn wir uns was wünschen dürften: Grün wählen 💚","wer ist im Apparat? hallo, hallo, hier ist Marion. hallo Marion, ich habe eine Frage. gibt es einen Grund, Die Grünen nicht zu wählen? nein. aha. okay, alles Gute, danke tschüss.
",Wahlkampf,[]
7472753530885934358,diegruenen,Grüne,"Mach deine Stimme stark!  Bei der letzten Wahl sind 4 Millionen Stimmen an Parteien gegangen, die es nicht in den Bundestag geschafft haben – und damit ins Leere gelaufen. Wir übernehmen Verantwortung – gerade in schwierigen Zeiten. Wenn du möchtest, dass für Klimaschutz, soziale Gerechtigkeit und gute Bildung in der Regierung gekämpft wird, dann wähle so, dass deine Stimme den größten Effekt hat. Deshalb am Sonntag mit beiden Stimmen Grün 💚","wir müssen reden, denn dein Kreuz nächsten Sonntag entscheidet über viel, darüber, OB wir den Rechtsdruck verhindern. 1. progressives, weltoffenes Land bleiben. deine Stimme hat bei den grünen am meisten Effekt, denn diese Grafik, die kennt ihr vielleicht. bei der letzten Bundestagswahl haben 4 Millionen Menschen kleinsparteien gewählt. sie sind dann aber in der 5 prozenthöhle gescheitert, also nicht im Bundestag. damit ist deine Stimme verloren. und noch schlimmer, diese sitze werden dann zunächst auf die größten Parteien verteilt, das sind nach den derzeitigen Umfragen die Union und leider die AfD. und eine Partei zu wählen, die von vorne rein ausschließt zu regieren, drückt sich vor der Verantwortung, in schwierigen Situationen das Richtige zu tun. wir Grünen, wir übernehmen Verantwortung. wir wollen unser Land besser machen und zwar für alle. so eine progressive Politik, die wirklich wirkt. am Sonntag mit beiden Stimmen grün wählen.
","Themenbereich: Wahlkampf

Wahlkampf",[]
7472434952311704854,diegruenen,Grüne,Damit unsere Zukunft nicht zu kurz kommt: Grün wählen für Habeck. ,"wir äh, wissen auch, dass wir nicht äh, absolut vollständig sein äh konnten äh Bildung Kam sicherlich zu kurz Pflege äh, Kam zu kurz ähm, Energie äh, Klima, da hat Herr Habeck auch recht. wir haben ja heute Abend zumindestens in 2 Bereichen gesehen, dass dieses Land ne klare Alternative hat, nämlich erst einmal im Sozialpolitischen Bereich eine Politik, die diejenigen, die es nicht brauchen, mehr Möglichkeiten gibt, mehr Reichtum gibt, um es noch einmal zu wiederholen oder diejenigen unterstützt werden, die die Unterstützung brauchen. 2tens mit Blick auf die Positionierung, wie pro europäisch arbeitet eine Regierung? 3tens, und das ist nicht thematisiert worden, auch ihre Entscheidung natürlich, wie stehen wir zur Einhaltung der klimaschutzziele und sind wir bereit, dafür zu arbeiten? und da gibt es wirklich dramatische Unterschiede, sind richtungsentscheidungen für alles, was die Zukunft angeht.
","Thema: Wahlkampf

Wahlkampf

",[]
7472317434431540502,diegruenen,Grüne,"Viele Menschen wählen Jahrzehnte lang dieselbe Partei, oft auch einfach aus Tradition heraus. Doch es ist wichtiger denn je, ganz bewusst zu prüfen, ob die Partei, ob die Politikerinnen und Politiker, die du wählst, wirklich für das stehen, was du dir wünschst. Ob sie wirklich für eine Politik stehen, die heute noch zukunftsfähig ist, die die Herausforderungen unserer Zeit nicht nur beschreibt, sondern aktiv angeht und dafür arbeitet, dass unser Land gut aufgestellt, das Leben hier wieder bezahlbarer ist. Wer das einmal für sich überprüft, weiß, es ist #ZeitFürHabeck.",ich bin jahrelang CDU Mitglied äh bin äh letztens ausgetreten also CDU und äh bin hab jetzt grad hab festgestellt dass ich mit meinen Ansichten mit meinen Vorstellungen äh wie man die in diesem Land leben kann in mehr grün bin das hat mich selber überrascht aber das ist so das ist die einzige Hoffnung für unser Land ja Mein Name ist Monika ich wohne hier oben hier in Dänemark und äh bin hier bei der wahlveranstaltung äh beim Robert Harbeck ich bin ich bin nicht gegen die CDU im Gegenteil aber ich bin von Sachsen jetzt hier hochgezogen und äh sie ist n Neuer Lebensabschnitt als der Rentnerin und möchte mich jetzt auch grade jetzt in dieser Zeit auch politisch arrangieren wichtig is es äh wenn man äh zwischen CDU und Grünen wählen kann dann wählt Die Grünen und warum das ist meine Überzeugung weil weil Die Grünen die richtige Klimapolitik machen und die Politik für uns Menschen ich bin heute hierher gekommen um zu hören was der Herr Habeck jetzt hat zu Klimapolitik sagt in äh in den letzten Tagen gehört man jetzt nur noch die Diskussion die über den Bundestag gelaufen ist was äh jetzt alles durch die Äußerung von Friedrich Merz in sichtlich der Flüchtlingspolitik jetzt angestoßen werden soll und nur unter dem Aspekt möglichst die viele Flüchtlinge äh Aus äh vom Hals zu halten und außerhalb der EU irgendwo zu verschwinden zu lassen aber die ganze Klimapolitik die ist dabei untergegangen und das ist für mich das aller aller Wichtigste denn äh das was grade hier in Schleswig Holstein ja vor unserer Haustür Herrn Kappeln demnächst geschieht macht wir uns noch keine Vorstellung und das bleibt für die nächsten hunderte von Jahren die aller das aller aller Wichtigste deshalb gibt es für mich keine Alternative solange Robert Habeck und Die Grünen sich als Garant für die Klimapolitik darstellen und es auf aktivier in Gang gebracht haben denn das was im letzten Jahr von Berlin Aus unter Robert Habeck im wirtschaftsministerium was die Klimapolitik angeht angeschoben worden ist ist beispielhaft und es wär 1 Jammer wenn das jetzt alles praktisch nach der Bundestagswahl äh verloren gehen sollte ich sag euch denkt an das Klima denkt an ähm an das miteinander es ist wirklich wichtig zu den Grünen zu gehören in dieser wirklich brennenden Zeit ich bin jetzt ja schon 70 oder 80 ich bin sogar noch schon äh demnächst als 85 Jahre alt das interessiert nicht mehr denn äh das passiert ja alles erst übermorgen nur wir älteren Kameraden haben alle sicherlich auch äh Kinder oder sogar Enkelkinder ja nur für die wir uns praktisch ja auch verantwortlich fühlen müssen,"Thema: Wahlkampf

Wahlkampf

",[]
7471981211326450967,diegruenen,Grüne,😇,ich hab hier Mir erstmal Merchandising von den grünen geholt ja erstmal erstmal hier Robert Habeck,Wahlkampf.,[]
7471252261134552342,diegruenen,Grüne,"Deine Stimme zählt – egal auf welchem Weg: Bevorzugst du Briefwahl oder den Gang ins Wahllokal? Sollte es die Briefwahl werden, beantrage jetzt noch schnell deine Unterlagen und schicke sie am allerbesten bis Anfang nächster Woche ab. 📨📫 Unsere Demokratie braucht dich. 💌","für den 23.februar gibt's keine Ausreden, selbst wenn du am Abend vorher Geburtstag hast und du es vielleicht nicht rechtzeitig Aus dem Bett schaffst, denn es gibt ja die Briefwahl. also jetzt die Briefwahlunterlagen beantragen oder bei der Joggingrunde schnell im Bürgeramt vorbeischauen, denn auch das ist möglich, in bürgerämtern jetzt zu wählen, denn deine Demokratie, unser Deutschland braucht dich. und das einzige was man sich merken muss, den Perso immer mitzunehmen und dann beide Stimmen grün.
","Wahlkampf

Wahlkampf

Wahl",[]
7470651201567083798,diegruenen,Grüne,"Wenn Stefan Raab einlädt, wird geliefert. 🤠","hätt ich vor 10 Jahren gesagt, in 10 Jahren sitz ich für Stefan Raab bei der premierensendung. du kriegst hier nicht die 1.000.000. du gewinnst hier nicht die 1.000.000. langsam, langsam bin ich sauer. nein, das wollen wir doch nicht. nein, ist halt n sperriger Titel. haben sie Kanzler zu ihr gesehen? ne, nein, ne. sagen sie es Mir. oder haben sie es wirklich nicht? ne, ich hab's echt nicht gesehen. ich kenn die ja. ich weiß nicht, was haben sie denn gemacht. hallo Olaf, ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha. und äh, ich hab dann n Video dazu. ja, absolut absolut absolut. ich dachte ich, ich, ich äh, reduzier's so aufs Wesentliche von Frau kuludowick oder wo kommt das Hemd her? ich hab den Text verstanden. ja, ja ja, was kann man für die SPD machen? und da hatte ich ne geile geniale Textidee. und die Textidee war, die SPD ist nicht so scheiße, wie ihr meint. ich denk nicht, dass Angela Merkel das auch fürs Geld macht. sie sind ja auch wieder da. ich Mein sie, ja geht mich nichts an. aber okay okay, okay. so, dann schauen wir mal rüber, wir, wir.
","Themenbereich: Wahlkampf

Wahlkampf",[]
7469834950620155158,diegruenen,Grüne,"Bei dieser Wahl haben wir als Land die Chance, einen Bundeskanzler mit Vision, klarem Kompass und dem richtigen Maß an Pragmatismus zu bekommen. @roberthabeck ist ein toller Staatsmann – und dabei Mensch geblieben.","1. Bundeskanzler, der Staatsmann ist aber Mensch geblieben. eigentlich eine Selbstverständlichkeit. aber ich glaube, wir sehen auch in diesen Zeiten, dass es nicht so selbstverständlich ist, dass man die Mühe sich macht, mit einzelnen Menschen in unserem Land ins Gespräch zu kommen, Bereitschaft zu haben, gerade auch mit denen zu sprechen, die komplett eine andere Meinung haben. aber wenn wir nicht die Kraft finden in diesen polarisierenden Zeiten, wo Social Media noch seinen Beitrag dazu gibt, wo Algorithmen gesteuert werden, dass Hass und Hetze sich viel mehr mehr verbreitet als eigentlich das Positive in diesem Land, dann droht uns auch eine ganze Generation von Jugend wegzukippen. das heißt, Menschlichkeit ist in diesen Zeiten mehr denn je gefragt. also denken sie dran, am 23.februar gehen sie zur Wahl. wählen sie gerne Bündnis 90, Die Grünen, aber nehmen sie noch 10 Leute mit, damit einer der großartigsten Politiker dieses Landes, Robert Habeck, dieses Land ganz von vorne steuern kann. Robert der Floor ist hier.
",Wahlkampf,[]
7474372386318503190,diegruenen,Grüne,"Kuckuck, ihr frühen Vögel! Heute mit beiden Stimmen Grün! 💚 Um 8:00 Uhr öffnen die Wahllokale – bis 18 Uhr habt ihr Zeit eure Stimme vor Ort abzugeben. *Zwirp Zwirp* *Kuckuck* 😙",,Wahlkampf,[]
7474369760944262422,diegruenen,Grüne,"Danke Annalena! Für deinen klaren Wertekompass, deine Haltung, deine Stärke und dein diplomatisches Geschick. Auch das steht morgen zur Wahl. Darum Grün.","und danke, danke, Anna Lena, danke für diese rede, danke für diesen Wahlkampf, als er begonnen hat, hast du mich zur Seite genommen, nicht auf großer Bühne, sondern Mir gesagt, Robert, in diesem Wahlkampf stehe ich vor dir, vor, hinter dir und neben dir. und so hast du es gemacht. vielen Dank, dass wir diesen, diese Wochen, diese Monate zusammen gekämpft haben, dass wir als grüne zusammen gekämpft haben, angeführt von Annalena und auch 1 bisschen vielleicht von Mir, aber da passte kein Blatt da zwischen Annalena. vielen, vielen Dank. und ich will, ich will nach dieser rede, ich will nach dieser rede auch sagen, danke für deine Arbeit als ausministerin, die, danke für deine Arbeit als ausministerin, hier habt ihr, hier hat Deutschland grade gehört, was 1 klarer Kompass ist, was 1 klarer Kompass ist, der werteorientierung und diplomatisches geschick zusammenbringt. das haben wir hier gerade gehört auf dieser Bühne, ich war besonders beeindruckt. dann Annalena, und das sag ich als Mann mit 1 bisschen Respekt und Demut, wenn du mit Männlichkeit konfrontiert wurdest, die plötzlich in mackertum umgeschlagen ist, die auf einmal aggressiver und du hast ja nur mit solchen Typen zu tun, dann haben, dann haben die Männer gesehen, dass sie sich an dir die Zähne ausbeißen. das hat nicht nur etwas mit innerer Stärke und einem Selbstbewusstsein zu tun, dass ich nicht unterkriegen lassen will, sondern natürlich auch mit einer politischen Haltung. das, was du in die Außenpolitik gebracht hast, feministische Außenpolitik, das haben diese ganzen. Macker, natürlich nicht verstanden und verlacht. aber das ist 1. Machtanspruch für die andere, für die größere Hälfte der Gesellschaft, dass du das in die Außenpolitik gebracht hast und damit Humanität, Humanität und Gleichberechtigung in die Welt gebracht hast. das war ganz groß, eine große politische Leistung und deswegen jetzt zur Innenpolitik kommt. ja, die feine Spitze hat gesessen zu sagen, das verhandlungsteam der Union, nur Männer. vielleicht darf ich als Mann eine 2. feine Spitze abschießen. denn die Begründung, die Friedrich Merz einmal mit Bezug zur ehemaligen Verteidigungsministerin gegeben hat, die hat es in sich. und es mag ja noch Wählerinnen der Union geben und es mag vielleicht Wählerinnen der Union geben, die sich überlegen, OB sie die Union am Sonntag wählen. die Begründung war, es schützt ja die Frauen, wenn sie keine Verantwortung übernehmen, vor Enttäuschung. wenn man also das verhandlungsteam zusammenstellt und Friedrich Merz hat, das ist doch gut für die Frauen, dann müssen sie nichts entscheiden. und wenn man das für eine irrsinnige, Aus der zeitgefallene Idee findet, dann wählen sie nicht am Sonntag die Union. dann kommen sie zu uns, wo feministische Aus und Politik in die Welt getragen wird.
","Themenbereich: Wahlkampf

Wahlkampf",[]
7474342388891241750,diegruenen,Grüne,"Und Zack, schon ist der Tag vor der Wahl! Hinter uns liegt ein Wahlkampfsprint mit vielen Gesprächen an Küchentischen, an Haustüren oder in Innenstädten – in ganz Deutschland. Viele Fragen hat @roberthabeck in der Zeit schon beantwortet, ein paar letzte persönliche Fragen haben wir noch schnell gestellt. ⏰ Morgen gilt's: Grün wählen für Habeck! ✅","hallo Robert, moin, viele Fragen, schnelle antworten. ready? absolut! wie viele Stunden schläfst du im Monat? 5 oder 6x30=180 Dubai Schokolade oder Dubai Urlaub wieder noch? ich bin mit deutscher hausmaßkost zufrieden. wenn Bekannte das über dich erfahren, sind sie besonders überrascht. das sag ich euch nich weiter. Müsli mit Wasser oder mit Milch? mit Milch gerne. und warum ist die Milch grad so teuer? wegen der hohen Inflation, die auf die hohen Energiepreise zurückgehen, die auf Putins gasaufstellung zurückgeht. aber jetzt haben wir sie erfolgreich bekämpft und die Inflation geht runter und die Preise steigen nicht mehr ganz so stark. was ist dein Lieblingsessen Aus der Kindheit ähm, Kartoffelbrei, wenn er nicht selber schmeckt mit Ketchup. wozu tanzt du heimlich durch die Wohnung? zu Songs der Genshin Band, wollbeat, Windel wechseln oder Geld verdienen? die glücklichste Zeit meines Lebens war die Windel Wechselzeit. es ist Karaoke. welchen Song singst du? ja, das sind wirklich intime Fragen, die ihr hier stellt äh Kevin Mann Hamburger Fernseher sehen dein wichtigstes Learning Aus den letzten 3 Jahren Ampel ist, dass man auch zusammenkommen kann, wenn man politisch nicht einig ist, wenn man sich vertraut und wenn man sich nur nicht nicht vertraut, sondern versucht sich die Beine wegzutreten, dann macht's alles gar keinen Sinn. was ist das? 1. dass du morgens machst aufwachen. und welche Serie könntest du immer wieder anschauen? Peaky Blinders befürchtig reiche stärker besteuern. ja oder nein? absolut, aber nich so irgendwie wohlhabende, sondern die Milliardäre Deutschlands. Schwangerschaftsabbrüche im. Strafgesetzbuch oder nich? Schwangerschaftsabbrüche sind eine ganz persönliche und schwierige Entscheidung für ganz viele Menschen, die viel Beratung brauchen und die gehören nicht in Strafgesetzbuch. reden oder zuhören reden. also ich hab ungesing in einem YouTube Song it's hard to Listen While You preach. also erst zuhören und dann machen. und was ist dein Unerwartetes Talent? ich hab meinen Kindern alle Harry Potter Bücher vorgelesen und ähm hab große Freude daran gehabt die Stimmen in verschiedenen Tönen zu sprechen. das hat glaub ich gut funktioniert, jedenfalls haben die das alle gerne gehört. Windpark oder solarpark? Windpark. was ist dein Lieblingstier? so richtig hab ich keins, aber bei uns im Garten wohnt 1 Eichhörnchen und ich glaube das find ich richtig super. hat das einen Namen, das Eichhörnchen, das heißt Eichhörnchen. wie hat sich deine Politik in den letzten 3 Jahren verändert? sie ist entschlossener geworden, weil auch ich gehärteter geworden bin. und letzte Frage, was braucht Deutschland? in einem Wort, Zuversicht. ja danke Robert, gerne.
",Wahlkampf,[]
7474278099950030102,diegruenen,Grüne,"Wir stehen für Veränderung. 🌍 In München haben wir Menschen getroffen, die nicht nur zuschauen, sondern aktiv werden. Luis will sich politisch engagieren, weil er es satt hat, dass immer nur gemeckert wird. Andere überlegen, in die Partei einzutreten, weil sie wissen: Demokratie lebt davon, dass wir uns einmischen. Es geht um Klimaschutz, soziale Gerechtigkeit und eine Gesellschaft, die zusammenhält, statt sich spalten zu lassen. Für all das braucht es deine Stimme. Deshalb: Grün wählen für Habeck! 💚","wir brauchen euch wir brauchen sie steigen sie mit 1 für uns für die würde und für unsere Kinder in der Zukunft. München vielen Dank und ich find der Robert is n Macher und das is was mich so anspricht also ich bin der Luis ich bin 21 Jahre alt ähm ich Mach Schreiner und irgendwie war ich auch immer unzufrieden mit dem wie es hier halt gelaufen ist in Deutschland und das irgendwie immer nur gemotzt wird und gemeckert wird und ich war jetzt auch nicht mega zufrieden mit der Ampel aber ich hab schon auch äh aber ich war auch vorher mit der Groko nicht zufrieden mit konservativen Regierungen deswegen finde ich Vergleich zu denen haben hat die Ampel schon ganz guten Job gemacht. ich hab jetzt auch überlegt in die Partei einzutreten und wir haben auch zu engagieren und was zu machen weil ich dieses Macher Mindset auf jeden Fall besser finde als einfach nur immer den Kopf hängen zu lassen und sich Klein zu machen. und da ist der Robert einfach der spricht dann halt einfach an der ist narba der geht zu den Leuten hin der spricht mit den Leuten. mich nervt es immer wenn Leute sagen es ist alles so schlecht und äh da kann da dieses Gefühl der Machtlosigkeit ich glaub die Ohnmacht ist dieses Zentrale Problem alle Leute oder heutzutage irgendwie dieses Gefühl haben alles läuft schlecht so ist dieses dieses Gefühl und keiner macht das und oder die Leute die. es machen wollen, die machen alles falsch, die Regierung macht alles falsch, so kann und dann bring dich doch 1. das hindert dich niemand daran aktiv zu werden und und mit deinen Leuten zu reden, Petition zu teilen, demonstrieren zu gehen, ne Partei einzutreten, tragen, spenden sammeln zu gehen und irgendwie n Ehrenamt zu machen. so hi servus, ich bin Elias, bin 20 Jahre alt, wir sind hier in München im dampfturm und ja ich bin hier ähm weil ich den Robert erstmal live sehen wollte und ähm ja ich mich auch irgendwie vielleicht politisch engagieren will ähm ich hab auch überlegt in die Partei einzutreten und ähm ja echt ne tolle rede gehalten ähm gut Zuversicht gegeben und also zum einen auf jeden Fall Klimaschutz äh das find ich ganz wichtig ähm weil es unserer Generation ja schon auch ähm sehr betrifft ähm und da find ich ja dieses Zukunft orientierte vermittelte Robert oder die Partei Die Grünen es, es geht ja auch nicht nur um Klimaschutz an den grünen mehr es muss man einfach dazu sagen es ist einfach realpolitik, die wirklich ja einfach gesamtumfassend eigentlich Lösungen auf fast jede Frage bietet und eben nicht nur leere Parolen, sondern wirklich auch es geht ja nicht nur um klimaschutzgrün sind ja nicht nur ne klimaschutzpartei und das ist das wichtig, früher eher und jetzt. MH also wenn's um den Rechtsdruck geht, ich würd sagen deutlich mehr Fakten basiert in Diskurs ähm das fehlt Mir schon sehr ähm, dass nicht immer. dieses schlechtreden so im Vordergrund steht ja, und das wünsche ich Mir, dass da mehr Zuversicht, Hoffnung ähm, in den gesellschaftlichen Diskurs ja eingebracht wird, weil es gutes für uns.
","Thema: Wahlkampf

Wahlkampf",[]
7474215138199915798,diegruenen,Grüne,"In diesem Wahlkampf stehen wir für Zuversicht.  Damit meinen wir keinen naiven Optimismus, sondern Antworten auf die Probleme unserer Zeit. Auf unserer Deutschlandreise sind uns überall Menschen begegnet, die von ganz unterschiedlichen Anliegen bewegt sind und die eins eint: die Zuversicht, etwas verändern zu wollen: Steffen, der sich für die Rechte von Menschen mit Behinderungen starkmacht, oder Monika, die gerade erst Mitglied geworden ist, um sich gegen den Rechtsruck und für Klimaschutz einzusetzen. Es geht morgen nicht nur um @roberthabeck, sondern um all die Stimmen, deren Zuversicht sein Auftrag ist, Probleme zu lösen. Jetzt ist #ZeitFürHabeck! Danke für eure Stimmen aus Stuttgart! 💚 @diegruenen_bw @gruenestuttgart","wir wollen nicht das Land sein das homogen ausgerichtet ist oder im brüllen oder im streiten untergeht. die Zuversicht ist 1 Auftrag die Probleme zu lösen für die Zukunft. ja für mich ist wichtig 1 soziales miteinander auch vor Allen Dingen für. für Randgruppen ja also für grade natürlich für Menschen mit. mit Behinderung, mit Beeinträchtigung ja eben halt die so in der Gesellschaft vielleicht so n bisschen hinten runterfallen auch das is so wofür ich auch stehe und wofür ich auch Mein kreuzler auch richtig machen werde. Mein Name ist Steff ich komme Aus Barling, Baden Württemberg und wir befinden uns jetzt hier in Stuttgart und äh warten jetzt auf n Auftritt von Robert Habeck. hallo, Mein Name ist Monika ich bin im ähm bei den Grünen im Ortsverein Stuttgart feilingen aktiv und zwar seit diesem Jahr. meine Motivation war die, dass ich äh unbedingt aktiv tätig sein wollte nachdem der Rechtsdruck in Deutschland so dramatisch gewachsen is und äh meine 2. Motivation ist schlicht und ergreifend, dass ich mich aktiv für den Klimaschutz und für gute Klimapolitik interessiere und ich glaube das ist der wichtigste Punkt ist den man angehen muss. ich will Robert live sehen, weil ich glaub, dass er äh der richtige ist für die Zeit die wir jetzt haben. also was mich gerade besonders stark umtreibt ist das Thema zerfallende Infrastruktur, Bundeswehr und äußere Sicherheit und natürlich auch die Klimakrise. als Politiker halte ich ihn für den besten Kanzlerkandidaten den äh wir haben in. Deutschland, weil er sehr viel Erfahrung hat äh, in, in der Politik äh, und auch viele Menschen mitnimmt durch seine positive Art und durch seine zuversichtliche ähm Gestaltung von Politik, auch geopolitik oder, oder global betrachtet, ja, ist ja viel polarisierung auch einfach da, ja, auch, auch jetzt in Deutschland gesehen, natürlich auch mit der ähm, mit der migrationspolitik, ja, aber natürlich auch n ganz großes Feld, natürlich auch die Klimawende oder Energiewende, ja, das, da muss es Antworten geben, ja, ja, und das hoff ich, dass es auch gut wird.
","Thema: Wahlkampf

Wahlkampf

",[]
7473875148416863510,diegruenen,Grüne,"Noch ein paar Tage bis zur Wahl – und es geht um viel. Wir Grüne haben in den letzten Jahren viel erreicht: von der Energiewende über soziale Reformen bis zur Krisenbewältigung. Aber wir wissen auch, was noch besser laufen muss. Diese Wahl entscheidet darüber, ob Deutschland weiterhin ein weltoffenes, gerechtes und klimafreundliches Land bleibt. Ob wir in die Zukunft investieren oder zurückfallen. Ob wir Kompromisse eingehen, um wirklich etwas zu verändern – oder uns mit Stillstand zufriedengeben. Ich verspreche euch: Wir kämpfen für echten Klimaschutz, für bezahlbare Mieten, für soziale Gerechtigkeit. Und ja, das bedeutet auch, in Verhandlungen zu gehen und für unsere Werte einzustehen. Wer will, dass sich etwas bewegt, muss gestalten – nicht zuschauen. Deshalb: Am 23. Februar mit beiden Stimmen Grün wählen. Für eine gerechte, ökologische und zukunftsfähige Politik.","sind noch wenige Tage bis zur Bundestagswahl und ich hab euch in den letzten Wochen immer wieder mit Argumenten und teilen Aus unserem Programm und anderen Dingen versucht zu überzeugen, Die Grünen zu wählen. vielleicht ist Mir das ja auch gelungen, vielleicht aber auch noch nicht. deswegen will ich's heute noch mal 1 bisschen persönlicher probieren und dazu einmal aufs Jahr 2.021 zurückschauen. 2.021, als wir ja das beste Wahlergebnis unserer Geschichte hatten und 1 bisschen Aufbruchstimmung im Land war. und sich diese Aufbruchstimmung am Ende darin kanalisiert hat, dass sich eine neue Koalition gebildet hat, die sich dann 1 bisschen großspurig, vielleicht fortschrittskoalition genannt hat. und diese fortschrittskoalition, diese Ampel, wir wissen alle, was am Ende draus geworden ist, hat tatsächlich vor allem in den 1. Jahren einiges hinbekommen. wir haben die energiewände vom Kopf auf die Füße gestellt, das Land modernisiert mit meinem Staatsangehörigkeitsrecht, mit der Abschaffung von Paragraph 219 A, mit dem selbstbestimmungsgesetz, wir haben das Kindergeld erhöht, wir haben dafür gesorgt, dass wir gut durch die Krisen gekommen sind, zumindest so gut, wie es irgendwie ging. das Licht ist nicht ausgegangen, das Gas auch nicht. also eigentlich könnte man noch extrem stolz auf diese Zeit zurückgucken. und ja, das tu ich auch mit einem Auge. mit dem anderen Auge seh ich auch, was ihr vermutlich auch manchmal kritisch gesehen habt. ich will, dass Deutschland 1 weltoffenes Land bleibt, dass Menschen, die auf der Flucht sind Schutz bietet, und zwar nicht nur den hyperformern, die auf dem Arbeitsmarkt. so unfassbar dringend gebraucht werden, sondern auch denen, die einfach Pech hatten in ihrem Leben, die verfolgt wurden, die entrechtet wurden oder die einfach auf der Suche nach einem besseren Leben sind. ich will, dass Deutschland 1 gerechteres Land wird, indem sich mehr Menschen die Mieten wieder leisten können, indem wir nicht akzeptieren, dass immer mehr Kinder in Armut groß werden oder ältere Menschen in Armut ihr Leben beenden. ich will nicht akzeptieren, dass die vermögensungleichheit immer größer wird, weil 1 reiches Land wie Deutschland sich das nicht leisten kann. ich will, dass wir investieren in die Zukunft, nicht nur in den Klimaschutz, aber ja eben auch in den Klimaschutz, und zwar in einen richtig ambitionierten Klimaschutz. und ich will um jedes Zehntel grad kämpfen, dass wir an der Erderhitzung aufhalten können. wenn jetzt wieder gewählt wird, und ihr kennt die Umfragen, dann sieht es nicht so Aus, als würde sich eine neue Koalition bilden, die allein Aus progressiven Kräften besteht, die sozusagen jetzt nur noch das schöne vom ganzen umsetzen werden, sondern wer auch immer jetzt eine Regierung bildet, wird wieder Kompromisse miteinander schließen müssen. und deswegen, wenn ich jetzt gefragt werde, kannst du versprechen, Felix, dass ihr nicht mehr so schlechte Aus eurer Sicht Kompromisse macht, dann muss ich sagen, nein, das kann ich nicht. aber was ich euch versprechen kann, ist, dass wir in die Verhandlungen um diese Kompromisse mit einer klaren Haltung gehen werden. ich verstehe, dass es vielleicht einige bei euch gibt, die sagen, ich. will lieber eine Partei wählen, die verspricht keine Kompromisse zu machen, die kompromisslos für ihre Themen einsteht. es klingt gut und ich wünsche Mir auch von uns grünen, dass wir die Kraft haben, an den Stellen, wo es notwendig ist, zu unseren Überzeugungen zu stehen, aber keine Kompromisse machen zu wollen, nicht in Verhandlungen zu gehen, von vorne rein auszuschließen in bestimmten Konstellationen, weil sie einem unangenehm sind. zu regieren nimmt einem die Möglichkeit die Wirklichkeit zu beeinflussen Gesetze schreibt man Aus der Position heraus. nicht kann eine deutsche Bundesregierung es schaffen, das 1 Komma 5 Grad Ziel zu erreichen. es wird immer schwieriger. aber ehrlich gesagt, wenn Die Grünen nicht Teil der Bundesregierung in den nächsten Jahren sind, dann werden es 4 verlorene Jahre für dieses Ziel. 4 Jahre, in denen andere, die zwar 2.019, 2021 so getan haben, als wär ihnen Klimaschutz wichtig, hier aber jetzt ist nicht mal mehr auf irgendein Plakat schreiben, das sagen haben, das sind keine guten Aussichten für unsere Lebensbedingungen. deswegen komm ich für mich dazu, dass es in einer solchen Situation eine Partei braucht, die bereit ist in Verhandlungen zu gehen und im Grundsatz auch bereit ist zu Kompromissen, die aber weiß, dass alles Grenzen hat, dass zu Beginn von Verhandlung immer die Überzeugung in der eigenen Position stehen muss und noch nicht das anbiedern an den Verhandlungspartner. für eine solche Politik will ich mich in den nächsten Jahren einsetzen und ich verspreche euch, dass ich 100 Prozent meiner Kraft, meiner Energie, meiner. überzeugungsfähigkeit dafür einsetzen werde, so viel herauszuholen, wie irgendwie geht. für eine progressive, für eine ökologische, für eine gerechte Politik. deswegen bitte ich euch jetzt am 23.februar um eure beiden Stimmen und vor allem um eure Zweitstimme für Bündnis 90, Die Grünen.
","Thema: Wahlkampf

Wahlkampf

",[]
